,distance,country,continent,duration,mode,co2,user_name,house,region,title,rank,institution,day,month,year
2274,604,France,EU,56,other,0.01214,Tristan,Rivers,Riverlands,Knight,H,Old Gods,22,1,2020
2275,652,France,EU,128,other,0.01214,Tristan,Rivers,Riverlands,Knight,H,Old Gods,19,6,2016
2276,652,France,EU,28,other,0.01214,Tristan,Rivers,Riverlands,Knight,H,Old Gods,28,2,2017
2277,652,France,EU,31,other,0.01214,Tristan,Rivers,Riverlands,Knight,H,Old Gods,22,5,2018
2278,652,France,EU,105,other,0.01214,Tristan,Rivers,Riverlands,Knight,H,Old Gods,10,9,2018
2279,675,France,EU,113,train,0.01214,Tristan,Rivers,Riverlands,Knight,H,Old Gods,12,10,2015
2280,718,France,EU,107,plane,0.16508,Tristan,Rivers,Riverlands,Knight,H,Old Gods,2,6,2014
2281,718,France,EU,86,other,0.01214,Tristan,Rivers,Riverlands,Knight,H,Old Gods,20,11,2017
2282,220,Switzerland,EU,99,car,0.20033,Tristan,Rivers,Riverlands,Knight,H,Old Gods,21,4,2014
2283,220,Switzerland,EU,30,other,0.14678,Tristan,Rivers,Riverlands,Knight,H,Old Gods,7,11,2019
2284,877,Austria,EU,116,plane,0.14678,Tristan,Rivers,Riverlands,Knight,H,Old Gods,23,8,2015
2285,877,Austria,EU,120,plane,0.14678,Tristan,Rivers,Riverlands,Knight,H,Old Gods,23,8,2015
2286,511,Spain,EU,62,plane,0.14678,Tristan,Rivers,Riverlands,Knight,H,Old Gods,8,10,2013
2287,511,Spain,EU,78,plane,0.14678,Tristan,Rivers,Riverlands,Knight,H,Old Gods,28,10,2014
2288,511,Spain,EU,125,other,0.14678,Tristan,Rivers,Riverlands,Knight,H,Old Gods,28,6,2015
2289,511,Spain,EU,60,plane,0.14678,Tristan,Rivers,Riverlands,Knight,H,Old Gods,29,7,2015
2290,1051,Hungary,EU,129,plane,0.14678,Tristan,Rivers,Riverlands,Knight,H,Old Gods,28,9,2014
2291,1244,Portugal,EU,145,car,0.20033,Tristan,Rivers,Riverlands,Knight,H,Old Gods,24,8,2014
2292,7592,United States,,154,other,0.13712,Tristan,Rivers,Riverlands,Knight,H,Old Gods,28,5,2017
2293,8117,United States,,301,plane,0.13712,Tristan,Rivers,Riverlands,Knight,H,Old Gods,15,11,2014
2294,8320,United States,,321,plane,0.13712,Tristan,Rivers,Riverlands,Knight,H,Old Gods,16,11,2013
2295,8361,United States,,122,other,0.13712,Tristan,Rivers,Riverlands,Knight,H,Old Gods,1,6,2018
2296,8622,United States,,208,other,0.13712,Tristan,Rivers,Riverlands,Knight,H,Old Gods,12,11,2016
2297,9047,Brazil,SA,132,other,0.13712,Tristan,Rivers,Riverlands,Knight,H,Old Gods,23,7,2017
2298,10150,Brazil,SA,366,other,0.13712,Tristan,Rivers,Riverlands,Knight,H,Old Gods,8,8,2015
2299,19,France,EU,32,other,0.20033,Alys,Rivers,Riverlands,Maester,E,Faith of the Seven,23,5,2019
2300,19,France,EU,33,other,0.20033,Harry,Rivers,Riverlands,Maester,B,Faith of the Seven,23,5,2019
2301,481,France,EU,16,train,0.01214,Harry,Rivers,Riverlands,Maester,B,Faith of the Seven,3,4,2019
2302,481,France,EU,77,train,0.01214,Harry,Rivers,Riverlands,Maester,B,Faith of the Seven,24,3,2020
2303,639,France,EU,108,train,0.01214,Harry,Rivers,Riverlands,Maester,B,Faith of the Seven,18,2,2019
2304,19,France,EU,37,other,0.20033,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,23,5,2019
2305,35,France,EU,34,other,0.20033,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,5,3,2018
2306,94,France,EU,12,other,0.20033,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,23,5,2017
2307,94,France,EU,35,other,0.20033,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,24,11,2017
2308,94,France,EU,11,other,0.20033,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,15,6,2018
2309,94,France,EU,62,other,0.20033,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,16,11,2018
2310,94,France,EU,8,other,0.20033,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,29,1,2019
2311,99,France,EU,102,car,0.20033,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,18,5,2015
2312,163,France,EU,63,other,0.01214,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,7,12,2017
2313,336,France,EU,10,other,0.01214,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,4,4,2019
2314,336,France,EU,13,other,0.01214,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,7,10,2019
2315,336,France,EU,12,other,0.01214,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,25,11,2019
2316,470,France,EU,27,other,0.01214,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,2,2,2017
2317,477,France,EU,36,other,0.01214,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,18,5,2017
2318,481,France,EU,98,other,0.01214,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,11,10,2016
2319,481,France,EU,38,other,0.01214,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,10,1,2017
2320,481,France,EU,39,other,0.01214,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,14,12,2017
2321,481,France,EU,30,other,0.01214,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,30,5,2018
2322,481,France,EU,27,other,0.01214,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,14,6,2018
2323,481,France,EU,72,other,0.01214,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,18,10,2018
2324,481,France,EU,30,other,0.01214,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,4,3,2019
2325,481,France,EU,18,other,0.01214,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,15,7,2019
2326,481,France,EU,54,other,0.01214,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,20,11,2019
2327,497,France,EU,113,other,0.01214,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,18,7,2017
2328,7845,Canada,,160,plane,0.13712,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,21,3,2014
2329,8525,Brazil,SA,481,plane,0.13712,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,24,10,2018
2330,10150,Brazil,SA,388,other,0.13712,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,26,10,2016
2331,16181,French Polynesia,OC,318,other,0.13712,Walda,Rivers,Riverlands,Maester,E,Faith of the Seven,3,3,2020
2332,19,France,EU,33,other,0.20033,Addam,Rivers,Riverlands,Knight,E,Old Gods,23,5,2019
2333,205,France,EU,57,plane,0.16508,Addam,Rivers,Riverlands,Knight,E,Old Gods,11,12,2019
2334,481,France,EU,80,other,0.01214,Addam,Rivers,Riverlands,Knight,E,Old Gods,6,5,2019
2335,481,France,EU,56,plane,0.16508,Addam,Rivers,Riverlands,Knight,E,Old Gods,7,5,2019
2336,481,France,EU,37,train,0.01214,Addam,Rivers,Riverlands,Knight,E,Old Gods,5,11,2019
2337,531,France,EU,126,other,0.01214,Addam,Rivers,Riverlands,Knight,E,Old Gods,7,3,2019
2338,531,France,EU,122,plane,0.16508,Addam,Rivers,Riverlands,Knight,E,Old Gods,5,6,2019
2339,892,United Kingdom,EU,101,other,0.14678,Addam,Rivers,Riverlands,Knight,E,Old Gods,18,10,2018
2340,2890,Israel,AS,224,other,0.13712,Addam,Rivers,Riverlands,Knight,E,Old Gods,27,3,2019
2341,9262,United States,,243,plane,0.13712,Addam,Rivers,Riverlands,Knight,E,Old Gods,21,6,2019
2342,19,France,EU,35,other,0.20033,Brynden,Rivers,Riverlands,Maester,D,Faith of the Seven,23,5,2019
2343,34,France,EU,36,other,0.20033,Brynden,Rivers,Riverlands,Maester,D,Faith of the Seven,5,3,2018
2344,491,France,EU,12,train,0.01214,Brynden,Rivers,Riverlands,Maester,D,Faith of the Seven,22,3,2018
2345,491,France,EU,10,train,0.01214,Brynden,Rivers,Riverlands,Maester,D,Faith of the Seven,19,9,2018
2346,652,France,EU,37,other,0.01214,Brynden,Rivers,Riverlands,Maester,D,Faith of the Seven,4,7,2019
2347,5931,United States,,888,other,0.13712,Brynden,Rivers,Riverlands,Maester,D,Faith of the Seven,22,3,2019
2348,9571,Macao,AS,158,plane,0.13712,Brynden,Rivers,Riverlands,Maester,D,Faith of the Seven,29,11,2019
2349,19,France,EU,34,other,0.20033,Andros,Rivers,Riverlands,Maester,D,Old Gods,23,5,2019
2350,409,France,EU,79,other,0.01214,Andros,Rivers,Riverlands,Maester,D,Old Gods,17,3,2020
2351,512,France,EU,31,other,0.01214,Andros,Rivers,Riverlands,Maester,D,Old Gods,11,12,2019
2352,20,France,EU,11,train,0.01214,Joanna,Lannister,Westerlands,Maester,D,Faith of the Seven,12,12,2019
2353,20,France,EU,11,train,0.01214,Joanna,Lannister,Westerlands,Maester,D,Faith of the Seven,19,12,2019
2354,20,France,EU,11,train,0.01214,Joanna,Lannister,Westerlands,Maester,D,Faith of the Seven,23,12,2019
2355,20,France,EU,11,train,0.01214,Joanna,Lannister,Westerlands,Maester,D,Faith of the Seven,24,12,2019
2356,20,France,EU,11,train,0.01214,Joanna,Lannister,Westerlands,Maester,D,Faith of the Seven,24,1,2020
2357,20,France,EU,11,train,0.01214,Joanna,Lannister,Westerlands,Maester,D,Faith of the Seven,30,1,2020
2358,22,France,EU,5,car,0.20033,Jon,Hightower,Reach,Maester,I,Faith of the Seven,14,10,2019
2359,67,France,EU,6,car,0.20033,Jon,Hightower,Reach,Maester,I,Faith of the Seven,24,5,2019
2360,94,France,EU,33,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,20,11,2014
2361,94,France,EU,11,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,6,5,2015
2362,94,France,EU,8,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,8,12,2015
2363,94,France,EU,9,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,8,12,2015
2364,94,France,EU,12,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,19,10,2016
2365,94,France,EU,33,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,6,4,2017
2366,94,France,EU,12,other,0.20033,Jon,Hightower,Reach,Maester,I,Faith of the Seven,4,5,2018
2367,94,France,EU,10,other,0.20033,Jon,Hightower,Reach,Maester,I,Faith of the Seven,9,1,2020
2368,109,France,EU,13,other,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,28,2,2019
2369,109,France,EU,12,other,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,28,2,2019
2370,156,France,EU,14,other,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,16,12,2013
2371,156,France,EU,13,car,0.20033,Jon,Hightower,Reach,Maester,I,Faith of the Seven,23,1,2019
2372,185,France,EU,85,other,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,5,6,2018
2373,212,France,EU,100,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,30,6,2014
2374,212,France,EU,18,other,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,9,5,2019
2375,212,France,EU,18,other,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,9,5,2019
2376,336,France,EU,231,plane,0.16508,Jon,Hightower,Reach,Maester,I,Faith of the Seven,9,9,2014
2377,336,France,EU,15,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,10,2,2015
2378,336,France,EU,159,plane,0.16508,Jon,Hightower,Reach,Maester,I,Faith of the Seven,7,5,2018
2379,383,France,EU,17,other,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,28,3,2019
2380,420,France,EU,62,other,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,20,3,2019
2381,420,France,EU,56,car,0.20033,Jon,Hightower,Reach,Maester,I,Faith of the Seven,27,11,2019
2382,473,France,EU,14,other,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,1,6,2018
2383,474,France,EU,16,other,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,16,4,2019
2384,481,France,EU,14,other,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,6,12,2013
2385,481,France,EU,15,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,21,1,2014
2386,481,France,EU,14,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,18,3,2014
2387,481,France,EU,16,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,28,3,2014
2388,481,France,EU,38,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,22,5,2014
2389,481,France,EU,14,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,13,6,2014
2390,481,France,EU,15,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,18,11,2014
2391,481,France,EU,14,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,28,11,2014
2392,481,France,EU,40,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,26,1,2015
2393,481,France,EU,11,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,16,1,2015
2394,481,France,EU,14,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,12,3,2015
2395,481,France,EU,14,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,13,4,2015
2396,481,France,EU,15,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,9,6,2015
2397,481,France,EU,14,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,28,8,2015
2398,481,France,EU,14,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,25,11,2015
2399,481,France,EU,36,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,21,1,2016
2400,481,France,EU,14,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,25,1,2016
2401,481,France,EU,14,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,12,2,2016
2402,481,France,EU,12,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,29,3,2016
2403,481,France,EU,15,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,18,5,2016
2404,481,France,EU,113,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,3,7,2016
2405,481,France,EU,14,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,23,6,2016
2406,481,France,EU,14,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,31,8,2016
2407,481,France,EU,14,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,28,9,2016
2408,481,France,EU,28,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,17,10,2016
2409,481,France,EU,15,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,3,11,2016
2410,481,France,EU,38,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,16,11,2016
2411,481,France,EU,38,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,22,11,2016
2412,481,France,EU,14,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,11,1,2017
2413,481,France,EU,14,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,15,2,2017
2414,481,France,EU,13,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,7,3,2017
2415,481,France,EU,29,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,10,4,2017
2416,481,France,EU,52,other,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,14,6,2017
2417,481,France,EU,9,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,18,4,2017
2418,481,France,EU,13,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,9,6,2017
2419,481,France,EU,11,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,5,12,2017
2420,481,France,EU,13,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,23,11,2017
2421,481,France,EU,8,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,4,1,2018
2422,481,France,EU,14,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,25,1,2018
2423,481,France,EU,39,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,1,2,2018
2424,481,France,EU,14,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,17,12,2018
2425,481,France,EU,13,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,8,2,2019
2426,481,France,EU,16,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,11,3,2019
2427,481,France,EU,64,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,4,12,2019
2428,481,France,EU,27,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,12,3,2020
2429,490,France,EU,16,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,2,11,2015
2430,526,France,EU,52,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,23,3,2014
2431,526,France,EU,29,other,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,9,5,2017
2432,526,France,EU,77,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,27,1,2020
2433,567,France,EU,29,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,20,3,2014
2434,588,France,EU,28,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,25,9,2014
2435,604,France,EU,64,other,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,19,6,2018
2436,637,France,EU,53,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,9,7,2015
2437,637,France,EU,30,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,12,11,2015
2438,806,France,EU,54,plane,0.16508,Jon,Hightower,Reach,Maester,I,Faith of the Seven,10,2,2014
2439,835,France,EU,134,other,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,8,7,2018
2440,470,Germany,EU,39,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,11,5,2017
2441,880,Germany,EU,134,plane,0.14678,Jon,Hightower,Reach,Maester,I,Faith of the Seven,6,9,2015
2442,987,Germany,EU,63,plane,0.14678,Jon,Hightower,Reach,Maester,I,Faith of the Seven,10,10,2016
2443,775,Austria,EU,120,plane,0.14678,Jon,Hightower,Reach,Maester,I,Faith of the Seven,15,9,2019
2444,511,Spain,EU,40,plane,0.14678,Jon,Hightower,Reach,Maester,I,Faith of the Seven,15,2,2016
2445,722,Spain,EU,83,plane,0.14678,Jon,Hightower,Reach,Maester,I,Faith of the Seven,21,6,2016
2446,934,Spain,EU,54,plane,0.14678,Jon,Hightower,Reach,Maester,I,Faith of the Seven,17,3,2015
2447,637,Belgium,EU,128,train,0.01214,Jon,Hightower,Reach,Maester,I,Faith of the Seven,30,10,2018
2448,763,United Kingdom,EU,103,plane,0.14678,Jon,Hightower,Reach,Maester,I,Faith of the Seven,13,5,2019
2449,763,United Kingdom,EU,103,plane,0.14678,Jon,Hightower,Reach,Maester,I,Faith of the Seven,13,5,2019
2450,1131,Tunisia,AF,156,other,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,5,3,2018
2451,1131,Tunisia,AF,172,plane,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,21,4,2019
2452,1131,Tunisia,AF,87,plane,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,19,4,2020
2453,1935,Turkey,AS,98,plane,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,2,3,2014
2454,1935,Turkey,AS,59,plane,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,17,6,2014
2455,2308,Russia,EU,112,plane,0.14678,Jon,Hightower,Reach,Maester,I,Faith of the Seven,13,5,2014
2456,4569,Cameroon,AF,76,plane,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,10,7,2019
2457,5642,Uganda,AF,150,plane,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,17,11,2019
2458,6670,United States,,1048,plane,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,1,7,2017
2459,6670,United States,,73,plane,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,21,5,2017
2460,8046,United States,,155,plane,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,13,12,2015
2461,8320,United States,,156,plane,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,1,6,2015
2462,9430,United States,,205,plane,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,7,9,2016
2463,6400,India,AS,249,plane,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,27,8,2018
2464,9198,Brazil,SA,188,plane,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,26,10,2014
2465,10150,Brazil,SA,145,plane,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,18,10,2015
2466,9607,Hong Kong,AS,198,plane,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,31,10,2019
2467,9796,Japan,AS,190,plane,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,9,12,2016
2468,10139,Japan,AS,177,plane,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,15,12,2017
2469,11923,Indonesia,AS,195,plane,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,7,5,2016
2470,16561,Australia,OC,122,plane,0.13712,Jon,Hightower,Reach,Maester,I,Faith of the Seven,5,8,2019
2471,23,France,EU,72,car,0.20033,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,11,3,2018
2472,35,France,EU,34,other,0.20033,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,5,3,2018
2473,203,France,EU,29,car,0.20033,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,30,5,2018
2474,336,France,EU,75,other,0.01214,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,13,12,2017
2475,391,France,EU,16,car,0.20033,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,2,7,2018
2476,477,France,EU,28,train,0.01214,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,13,5,2019
2477,481,France,EU,39,other,0.01214,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,17,10,2017
2478,481,France,EU,75,other,0.01214,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,24,11,2017
2479,481,France,EU,72,train,0.01214,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,19,1,2018
2480,481,France,EU,28,train,0.01214,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,22,5,2018
2481,481,France,EU,28,train,0.01214,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,22,5,2018
2482,481,France,EU,28,train,0.01214,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,22,5,2018
2483,481,France,EU,144,car,0.20033,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,13,11,2018
2484,481,France,EU,127,car,0.20033,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,13,2,2019
2485,481,France,EU,246,train,0.01214,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,21,10,2019
2486,481,France,EU,72,train,0.01214,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,12,11,2019
2487,481,France,EU,41,train,0.01214,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,3,12,2019
2488,637,France,EU,299,train,0.01214,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,30,6,2019
2489,163,Switzerland,EU,32,car,0.20033,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,30,1,2019
2490,459,Germany,EU,121,train,0.01214,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,4,2,2018
2491,459,Germany,EU,114,car,0.20033,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,16,7,2018
2492,459,Germany,EU,129,car,0.20033,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,24,3,2019
2493,8404,Canada,,112,plane,0.13712,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,9,12,2019
2494,9262,United States,,177,plane,0.13712,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,23,6,2019
2495,9430,United States,,282,plane,0.13712,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,15,5,2019
2496,9616,United States,,314,plane,0.13712,Jeyne,Rivers,Riverlands,Knight,E,Lord of Light,18,2,2018
2497,25,France,EU,57,car,0.20033,Steely,Redwyne,Reach,Maester,B,Faith of the Seven,15,10,2014
2498,51,France,EU,10,other,0.20033,Steely,Redwyne,Reach,Maester,B,Faith of the Seven,10,10,2014
2499,109,France,EU,12,other,0.01214,Steely,Redwyne,Reach,Maester,B,Faith of the Seven,21,10,2014
2500,109,France,EU,12,train,0.01214,Steely,Redwyne,Reach,Maester,B,Faith of the Seven,26,11,2015
2501,383,France,EU,216,plane,0.16508,Steely,Redwyne,Reach,Maester,B,Faith of the Seven,5,9,2015
2502,481,France,EU,75,train,0.01214,Steely,Redwyne,Reach,Maester,B,Faith of the Seven,17,3,2015
2503,404,Italy,EU,174,other,0.14678,Steely,Redwyne,Reach,Maester,B,Faith of the Seven,15,7,2016
2504,801,Netherlands,EU,1464,other,0.14678,Steely,Redwyne,Reach,Maester,B,Faith of the Seven,1,5,2016
2505,1485,Greece,EU,168,plane,0.14678,Steely,Redwyne,Reach,Maester,B,Faith of the Seven,29,8,2015
2506,25,France,EU,29,other,0.20033,Balman,Byrch,Crownlands,Magister,D,,16,10,2014
2507,72,France,EU,7,other,0.20033,Balman,Byrch,Crownlands,Magister,D,,19,9,2014
2508,72,France,EU,11,other,0.20033,Balman,Byrch,Crownlands,Magister,D,,8,10,2014
2509,72,France,EU,12,other,0.20033,Balman,Byrch,Crownlands,Magister,D,,15,10,2014
2510,72,France,EU,12,other,0.20033,Balman,Byrch,Crownlands,Magister,D,,22,10,2014
2511,72,France,EU,7,other,0.20033,Balman,Byrch,Crownlands,Magister,D,,12,11,2014
2512,72,France,EU,8,other,0.20033,Balman,Byrch,Crownlands,Magister,D,,19,11,2014
2513,72,France,EU,12,other,0.20033,Balman,Byrch,Crownlands,Magister,D,,3,12,2014
2514,72,France,EU,12,other,0.20033,Balman,Byrch,Crownlands,Magister,D,,10,12,2014
2515,72,France,EU,12,other,0.20033,Balman,Byrch,Crownlands,Magister,D,,3,12,2014
2516,72,France,EU,12,other,0.20033,Balman,Byrch,Crownlands,Magister,D,,10,12,2014
2517,72,France,EU,5,other,0.20033,Balman,Byrch,Crownlands,Magister,D,,16,3,2015
2518,72,France,EU,8,other,0.20033,Balman,Byrch,Crownlands,Magister,D,,18,3,2015
2519,72,France,EU,12,other,0.20033,Balman,Byrch,Crownlands,Magister,D,,24,3,2015
2520,72,France,EU,7,other,0.20033,Balman,Byrch,Crownlands,Magister,D,,1,4,2015
2521,72,France,EU,7,other,0.20033,Balman,Byrch,Crownlands,Magister,D,,7,4,2015
2522,72,France,EU,12,other,0.20033,Balman,Byrch,Crownlands,Magister,D,,13,5,2015
2523,72,France,EU,8,other,0.20033,Balman,Byrch,Crownlands,Magister,D,,27,3,2015
2524,481,France,EU,72,train,0.01214,Balman,Byrch,Crownlands,Magister,D,,18,10,2015
2525,2287,Finland,EU,243,other,0.14678,Balman,Byrch,Crownlands,Magister,D,,9,8,2014
2526,6803,United States,,216,other,0.13712,Balman,Byrch,Crownlands,Magister,D,,30,5,2014
